# schema	specification-plan-clean-capture-v1
# capturedAt	2026-08-23T00:48:24+07:00
# sourceRevision	737c552c51ec342f95e650b52811ffbb0e3b0c66
# gitDirtyAtCapture	false
# proofSync	PASS
# machineContract	PASS
# machineMutations	7/7
# leanVersion	4.32.2
# leanKernel	PASS
# leanTheorems	35
# leanMutations	6/6
# implementationTests	348
# implementationFailures	0
# implementationErrors	0
# implementationSkipped	0
# compilerMutations	20/20
# neo4jRuntimeTests	7
# neo4jRuntimeFailures	0
# neo4jRuntimeErrors	0
# neo4jRuntimeSkipped	0
path	commitBlob	worktreeBlob	blobMatch	sha256Utf8Lf
md/research/formal-theorems-and-proofs.md	c79efa07b87a01f8bacc8198a609ee365740d436	c79efa07b87a01f8bacc8198a609ee365740d436	true	34c3e205ae13877db508d778a8fea1878fff597d011be819bf801f15881ebd32
verification/contract/proof-contract-registry.json	473730b0b67ba1f29b0340ec274b53480a0c0484	473730b0b67ba1f29b0340ec274b53480a0c0484	true	2b07b56376633f6f441ef81da73ec87a4a97169a7f3b83af77bbf5f9396cd074
verification/lean/Ocl2CypherProof.lean	0194b3e8b5bbb49d10a330c4f19d701b155cddaa	0194b3e8b5bbb49d10a330c4f19d701b155cddaa	true	7ff1d795741280924552416246d082e02dec0a100eb9bf3068e63e86089cbc37
md/research/check-proof-sync.ps1	2bce6cd625fa6690c1a4585e63fbf181b84bbc85	2bce6cd625fa6690c1a4585e63fbf181b84bbc85	true	cd2be23fb60dffc6fa108592687ffc863e629fd242fba0f9a21431e605b303cd
verification/scripts/check-verification-contract.ps1	be326b336a74167016d7d6949b2051d2b996724b	be326b336a74167016d7d6949b2051d2b996724b	true	b7770d5d917ef0af0f16e4c20e6e63c88930f959324a8bdf8cf9bb45f3183ab4
verification/scripts/check-mechanized-proof.ps1	6510e034c0e2c5bd4167bd9f2ea0ddbe8f8a01a3	6510e034c0e2c5bd4167bd9f2ea0ddbe8f8a01a3	true	cf1349b3cacccc0de84a7a2c86c03fba8326af6fa5a97eac1710c08c16766e1b
verification/scripts/check-mechanized-proof-mutations.ps1	b9ae2cd3b23b0c40b6eb54e53f36693c17503c1d	b9ae2cd3b23b0c40b6eb54e53f36693c17503c1d	true	4889e929768203e72b265b6634f6830da82aecd5f23a48a38313fe12d5a4dde3
verification/scripts/check-implementation-conformance.ps1	8b1bdd541743c073a54f0e5249f92d5f62faf0e2	8b1bdd541743c073a54f0e5249f92d5f62faf0e2	true	030087858fe4f7f992334d5df49e2647cedfa26d93dbb314967a68fef2c4ffcf
md/research/specification/metamodel/Normalized-Validation-Algebra.emf	a1136d0e21f1725df5154dacbd9642b636ac93b5	a1136d0e21f1725df5154dacbd9642b636ac93b5	true	72fa1754545fe9f57331a2b086776dbd2d6e32416d73719e569e69f1319e5d44
md/research/specification/metamodel/Normalized-Validation-Algebra.ecore	b74d594907ecd0cd576f2c9d1000d45d965e1e89	b74d594907ecd0cd576f2c9d1000d45d965e1e89	true	331a92f73ef5f4c35001d30546d3c7ff7f7490569ea4fdf0a386520efc0f2e02
md/research/model/OCL-Validation-Algebra.ecore	59800c4f0480afbb2c0b70a012205f9babeb166b	59800c4f0480afbb2c0b70a012205f9babeb166b	true	75164782d21fd49d836b40655b0cdb835eadccca64d69847c27aaacabdca34a5
md/research/model/Cypher-Query-Model.ecore	b024b36ebd0d2b2c241e35e5ee300161fdeafdcd	b024b36ebd0d2b2c241e35e5ee300161fdeafdcd	true	7a34b691d23eec712c072e5e9e0bec2a6c9b815a15eee1634dfb0aa48690a4fa
md/research/model/PGMM.ecore	0f54d99d3b27ec42043a94f0d40d9e5ecf89953e	0f54d99d3b27ec42043a94f0d40d9e5ecf89953e	true	d04fccca906180c81819eb575e80dbffb1aaa345966db6bdbb8560bf8098e0c6
neo4j-tgg/src/main/java/org/uet/dse/neo4jtgg/ocl/ir/NvaCertifiedModelValidator.java	aff5a73b11a3956b0f51a33dad2799b5a5edefaa	aff5a73b11a3956b0f51a33dad2799b5a5edefaa	true	12c7ed6527302a4d1ed1167476a880ecd359a54571cf961c6c8466ca0c05cfb9
neo4j-tgg/src/main/java/org/uet/dse/neo4jtgg/ocl/ir/DynamicEmfModelValidator.java	a7ead6e770da88c0d060561429d1b1b36ab7b3ee	a7ead6e770da88c0d060561429d1b1b36ab7b3ee	true	25646faf21e9328579eeb73bbfa92158a136176f0630905b7b3d7f36cc62a9c2
neo4j-tgg/src/main/java/org/uet/dse/neo4jtgg/ocl/ir/SpecPlanSimContract.java	cac9a7425b51d1cef72e9767b757609aeec85571	cac9a7425b51d1cef72e9767b757609aeec85571	true	db0e7512cbb4cfb72106b55edce2542a35d1419a01086140200a146706dc63a3
neo4j-tgg/src/main/java/org/uet/dse/neo4jtgg/ocl/ir/OclIrOptimizer.java	2c8be46ce69dd219e47eae5ca3d117da209a921f	2c8be46ce69dd219e47eae5ca3d117da209a921f	true	fa3e0acde09a5ae5aff62d6af7f4860f7120fb49b5820fa6eb63245b259487ac
verification/coverage/ova_cqm_total_feature_refinement.csv	899d474a600573848b8f1851f21aaa867048ce01	899d474a600573848b8f1851f21aaa867048ce01	true	e7f19cc867234211ba9a728195baf7d76e8920a6c7c08d259bd0488ee51fd3e4
verification/instances/nva-certified-v1.xmi	0aa02d626693c9e82f949212dd01161f97ff5f2e	0aa02d626693c9e82f949212dd01161f97ff5f2e	true	077bc690c4ce8c6d1c8b2aaf3e784720893d27086c114c641cc290dbc15be8d4
verification/instances/pgmm-canonical-v1.xmi	5aa88ca06a5df406ba3077e394c1aaa4f67ae321	5aa88ca06a5df406ba3077e394c1aaa4f67ae321	true	6fe3e4cdb853ddcc082ef5294ee7096c5da426bd93ba0dcfd2cbe8b154ea4d02
