# schema	clean-evidence-capture-v1
# capturedAt	2026-08-23T18:43:47.9348830+07:00
# sourceRevision	36b7fb99f7aa3a5c8700e916782b815faed23c15
# gitDirtyAtCapture	false
# runtimeExecuted	true
# runtimeTests	10
# runtimeFailures	0
# runtimeErrors	0
# runtimeSkipped	0
# runtimeSeconds	768.913
gate	status
proof-sync	PASS
machine-contract	PASS
lean-kernel	PASS
machine-mutations	PASS
lean-mutations	PASS
implementation-conformance	PASS
real-neo4j-runtime	PASS
property-runtime-matrix	PASS
path	commitBlob	worktreeBlob	blobMatch	sha256Utf8Lf
md/research/formal-theorems-and-proofs.md	8f587da108ad4dc5dfd2013c02921dcba827be46	8f587da108ad4dc5dfd2013c02921dcba827be46	true	2ff53b4152dec4ed6cea3183c46ac618bb889daaf72e6cf3313ba4680f9dfc29
md/research/Plan/planCypher.md	85b7d74173552d74ae52a818f09599d3206de4a7	85b7d74173552d74ae52a818f09599d3206de4a7	true	60f5b01b4163d89ecf9dd4e19896409adc49034b654d8e94f645c3f43766389e
verification/contract/proof-contract-registry.json	6a4aee11cc9ce50f922bf334cc75ef72b161dc51	6a4aee11cc9ce50f922bf334cc75ef72b161dc51	true	a2720e81fd26bd7c7dfbd5003f5df663458d3a97d9b4cf86d2008f800cd962df
verification/lean/Ocl2CypherProof.lean	56459917c1682b8d55aee59232e8988f04969b2d	56459917c1682b8d55aee59232e8988f04969b2d	true	f1ca503bdf770ac8699bff813037e99de35c1651fdef15139ea29ca288cb103b
verification/lean/Ocl2Cypher/CaseStudyVerticalSlices.lean	203accf2b67c0055aabd19f636269f1b32642302	203accf2b67c0055aabd19f636269f1b32642302	true	daed599529dc3050083a2d3447ef10c19f95ae0cc6bf58f2632cb10f04b713ad
md/research/check-proof-sync.ps1	0890bdea4fac2b9cdf75f4eb1f5ad9356d335ead	0890bdea4fac2b9cdf75f4eb1f5ad9356d335ead	true	c997514db5611663752c370bbe3f8272a40a9401e42bd2e72ebdf533d0fe106c
verification/scripts/check-verification-contract.ps1	d8126b663e3a66f7d8f559cb6924e7d3a8fc7348	d8126b663e3a66f7d8f559cb6924e7d3a8fc7348	true	ffc915c4521efe5db00b53200df770b29e8113c126cd19b6a29930ac887a8431
verification/scripts/check-mechanized-proof.ps1	d25180fb56c10242f55fab5910203a254f777914	d25180fb56c10242f55fab5910203a254f777914	true	53965dc87c5788810821ba4bb5a3fd8e20b2bbea1ea0c063f978b55fe44dc34f
verification/scripts/check-mechanized-proof-mutations.ps1	9afe0e5a97ca3d82c33759b598e23f193c8232de	9afe0e5a97ca3d82c33759b598e23f193c8232de	true	a38ca6388bb8203e1f4c536b9345c577857874542d1ead01fe5fc4140e713c49
verification/scripts/check-implementation-conformance.ps1	a61fa575623cd665d77ab481030887471ce9c2d1	a61fa575623cd665d77ab481030887471ce9c2d1	true	1e8cc2d179599818b0c194af06ebc64a4bce500cb0ed1f690c5bad6c16b2e0bf
verification/scripts/invoke-clean-evidence-capture.ps1	5ea4f8137af0d6a7c1c65846c795f8eea37c8a5d	5ea4f8137af0d6a7c1c65846c795f8eea37c8a5d	true	36db5c728784e78815a3813bcd70684809d862201a2912df26d54f249a91d6d9
verification/scripts/invoke-runtime-matrix.ps1	4c4245dfa6fcfa1bf4d03d5b56d55550ba79344a	4c4245dfa6fcfa1bf4d03d5b56d55550ba79344a	true	841ad53de97d25efb7ab20612b07cbb04198807ea8a929617a212d28ef5f8b98
verification/runtime/neo4j-runtime-matrix.tsv	37e395c66ecf606f04cdee472a4e3afdf403c995	37e395c66ecf606f04cdee472a4e3afdf403c995	true	0b1df1e1d0b422ea372ab5b8d7b4e420bf24248805ac56202914d485bce544b8
verification/coverage/ocl_surface_extension_matrix.csv	e061756b7407c6b50366cb55282b6892cfc7e60b	e061756b7407c6b50366cb55282b6892cfc7e60b	true	cc32f9a999366aa51c43d939d7cc101df329d726584d16c18839ffe1bbe4de72
verification/coverage/medical_nested_discriminator_matrix.csv	6d30e918b4917969b452565d323b5a8f507ed08c	6d30e918b4917969b452565d323b5a8f507ed08c	true	38f35e0ff7f8af74d2f8cc3715fe8ce7bd6a25e3c4c0b6325567476e2f5f58d2
md/research/specification/rules/05-case-study-vertical-slices.md	f09c37b3c0499e8b9a8a0517980fe7c096185981	f09c37b3c0499e8b9a8a0517980fe7c096185981	true	d3aa4474c3ceaf1dae77ee9710bf4dd5175918ee4d941c4102937494098642ae
examples/medical-system-yte/nested-discriminators.ocl	e9325f17302e42f41f4e0358667583fbb56aa0a9	e9325f17302e42f41f4e0358667583fbb56aa0a9	true	52ed4944971082342c90df718733be404cbc14d81bd80cd76cbe2ed4e9717845
examples/medical-system-yte/expected-nested-discriminator-violations.csv	77f08d80bfb2a672047624bb32e2887fe1cf39bf	77f08d80bfb2a672047624bb32e2887fe1cf39bf	true	2622a65905551d27cf86f54e5a2cd116cac45f2c9d1a0b5d126c81c3bbf9d544
neo4j/src/main/java/org/uet/dse/neo4j/repo/Neo4jObjectRepository.java	9699994ca29cd1ad7335b61eb0db16228a98c85f	9699994ca29cd1ad7335b61eb0db16228a98c85f	true	44d197995b0b083d06585d4f900148fa82aab567c5d80c4e93349242f2e6d3fb
neo4j/src/test/java/org/uet/dse/neo4j/repo/Neo4jObjectRepositoryNestedCodecTest.java	c7f6beef843eb3371310b7e4104e73d0179d0e33	c7f6beef843eb3371310b7e4104e73d0179d0e33	true	7923cbebc4cd4b70d861045c8c64aaab86a21aec32754e9cfd04226603cdc079
neo4j/src/test/java/org/uet/dse/neo4j/sync/helper/CanonicalNestedCollectionPropertyTest.java	032124f0bcef7496c6ff36a62f3bdff47a2b95aa	032124f0bcef7496c6ff36a62f3bdff47a2b95aa	true	452c43630f8954338b406bad060c3b1e9c06a7668954adb6d7afb986bc56bba6
neo4j-tgg/src/main/java/org/uet/dse/neo4jtgg/ocl/OclCertifiedSurfaceNormalizer.java	376e3c9679c77f2d57bcdd42bb684944e00684f5	376e3c9679c77f2d57bcdd42bb684944e00684f5	true	e047523212aac60eb677b464092daa102c9fd916c28bbb7847bb9a1ad938007f
neo4j-tgg/src/main/java/org/uet/dse/neo4jtgg/ocl/OclSemanticBinder.java	e648907641f3113d0ce464e185b2cb79dbd899db	e648907641f3113d0ce464e185b2cb79dbd899db	true	a119e89fbf794ea4e3a6d4dc6a3234348ed6bd649d5151209d05b7d7e6b64b2e
neo4j-tgg/src/main/java/org/uet/dse/neo4jtgg/ocl/OclValAdmissionPolicy.java	ef75c806e3b6472e2a3ef0efb45c3b3a7e0ab634	ef75c806e3b6472e2a3ef0efb45c3b3a7e0ab634	true	f7b1550e477ffc1b0a601439634aa09793431476d8b9500281dd5b669cc8c19c
neo4j-tgg/src/main/java/org/uet/dse/neo4jtgg/ocl/ir/OclIrBuilder.java	35168d16c01bd8a75cd7e463022664fdf7d6becf	35168d16c01bd8a75cd7e463022664fdf7d6becf	true	a518f70f0eb3d7e04617a0c5a5497195b63055efea341cf840828b7327308efa
neo4j-tgg/src/main/java/org/uet/dse/neo4jtgg/ocl/ir/OclIrOptimizer.java	2c8be46ce69dd219e47eae5ca3d117da209a921f	2c8be46ce69dd219e47eae5ca3d117da209a921f	true	fa3e0acde09a5ae5aff62d6af7f4860f7120fb49b5820fa6eb63245b259487ac
neo4j-tgg/src/main/java/org/uet/dse/neo4jtgg/ocl/ir/OclCypherPlanner.java	d86a07ff677cda5a44fc88f20a1547cb1fe105bd	d86a07ff677cda5a44fc88f20a1547cb1fe105bd	true	73b43b2202cce4156dbd0dbb532a722684f9415689b1497baf1da2a8cbc940da
neo4j-tgg/src/main/java/org/uet/dse/neo4jtgg/ocl/ir/OclCypherRenderer.java	e7a4dc997aa3ca914717c9085d593e31afaf2a2e	e7a4dc997aa3ca914717c9085d593e31afaf2a2e	true	b0062ffac770adb1f1e214598603bdd40cd3980d58164b3b4bdf3c51d973ed74
neo4j-tgg/src/main/java/org/uet/dse/neo4jtgg/ocl/ir/RawCypherAst.java	e02627ae18e8b28908a2011bd8ebaf025c5978b2	e02627ae18e8b28908a2011bd8ebaf025c5978b2	true	4a827dc278069a865acf9badd8d1f39af10e712d2ef162b6edaa3abff6800266
neo4j-tgg/src/main/java/org/uet/dse/neo4jtgg/ocl/ir/RawCypherParser.java	92d67d5e43575e28a18438070f9042c36e6e84fd	92d67d5e43575e28a18438070f9042c36e6e84fd	true	e651e96a44c620df57e9d61e407504cc92a16dcb6f5d0243d787ed0a9e2ef41d
neo4j-tgg/src/main/java/org/uet/dse/neo4jtgg/ocl/ir/RawCypherRenderer.java	fb46ef556b1e930ee0f6976375b5a49b0f6d4349	fb46ef556b1e930ee0f6976375b5a49b0f6d4349	true	961edcda067862f655b8d4d2b112d51dd450485911416da550e26b166972c184
neo4j-tgg/src/test/java/org/uet/dse/neo4jtgg/experiment/OclGeneratedPropertyTest.java	31ce5623cf773ed04b50be67c4dc1e6e6a9d9d49	31ce5623cf773ed04b50be67c4dc1e6e6a9d9d49	true	9675ad271675c27dccba487359a2a0e0e59b5687bebad865d0fcaa04259bb6ac
neo4j-tgg/src/test/java/org/uet/dse/neo4jtgg/experiment/OclPropertyCaseGenerator.java	cee369f851f6c257c620d72efa5d4d869869c29e	cee369f851f6c257c620d72efa5d4d869869c29e	true	73316b23645c317f05eb8a5f59b6ec6f652d731370a52dcb7aadb056aaff1ae9
neo4j-tgg/src/test/java/org/uet/dse/neo4jtgg/experiment/OclPropertyBasedRealNeo4jTest.java	be1098b2b3f0dfb5ef8902bfb5edff1242f50541	be1098b2b3f0dfb5ef8902bfb5edff1242f50541	true	e242575dae43c0c8a78e253a2f8b0f1b836e6029af7eccc667fb22bda6d02377
neo4j-tgg/src/test/java/org/uet/dse/neo4jtgg/experiment/MedicalAndCarRentalCaseStudyTest.java	0b609fab8917d91f4c7543e173be6a37f667aeaf	0b609fab8917d91f4c7543e173be6a37f667aeaf	true	5c8baea06d0956650d3a26bb4ea699332e6aeccbf3474d9b7f852e7aa5002918
